value_exc_vat,value_inc_vat,valid_from,valid_to,payment_method
26.65,27.9825,2024-07-22T15:30:00Z,2024-07-22T16:00:00Z,
27.07,28.4235,2024-07-22T16:00:00Z,2024-07-22T16:30:00Z,
27.49,28.8645,2024-07-22T16:30:00Z,2024-07-22T17:00:00Z,
28.54,29.967,2024-07-22T17:00:00Z,2024-07-22T17:30:00Z,
29.38,30.849,2024-07-22T17:30:00Z,2024-07-22T18:00:00Z,
18.48,19.404,2024-07-22T18:00:00Z,2024-07-22T18:30:00Z,
18.24,19.152,2024-07-22T18:30:00Z,2024-07-22T19:00:00Z,
19.32,20.286,2024-07-22T19:00:00Z,2024-07-22T19:30:00Z,
19.05,20.0025,2024-07-22T19:30:00Z,2024-07-22T20:00:00Z,
18.9,19.845,2024-07-22T20:00:00Z,2024-07-22T20:30:00Z,
18.8,19.74,2024-07-22T20:30:00Z,2024-07-22T21:00:00Z,
16.19,16.9995,2024-07-22T21:00:00Z,2024-07-22T21:30:00Z,
13.44,14.112,2024-07-22T21:30:00Z,2024-07-22T22:00:00Z,
14.7,15.435,2024-07-22T22:00:00Z,2024-07-22T22:30:00Z,
16.7,17.535,2024-07-22T22:30:00Z,2024-07-22T23:00:00Z,
14.38,15.099,2024-07-22T23:00:00Z,2024-07-22T23:30:00Z,
14.66,15.393,2024-07-22T23:30:00Z,2024-07-23T00:00:00Z,
15.12,15.876,2024-07-23T00:00:00Z,2024-07-23T00:30:00Z,
15.34,16.107,2024-07-23T00:30:00Z,2024-07-23T01:00:00Z,
13.4,14.07,2024-07-23T01:00:00Z,2024-07-23T01:30:00Z,
13.31,13.9755,2024-07-23T01:30:00Z,2024-07-23T02:00:00Z,
12.6,13.23,2024-07-23T02:00:00Z,2024-07-23T02:30:00Z,
12.6,13.23,2024-07-23T02:30:00Z,2024-07-23T03:00:00Z,
15.54,16.317,2024-07-23T03:00:00Z,2024-07-23T03:30:00Z,
14.28,14.994,2024-07-23T03:30:00Z,2024-07-23T04:00:00Z,
15.96,16.758,2024-07-23T04:00:00Z,2024-07-23T04:30:00Z,
14.97,15.7185,2024-07-23T04:30:00Z,2024-07-23T05:00:00Z,
16.8,17.64,2024-07-23T05:00:00Z,2024-07-23T05:30:00Z,
18.14,19.047,2024-07-23T05:30:00Z,2024-07-23T06:00:00Z,
18.69,19.6245,2024-07-23T06:00:00Z,2024-07-23T06:30:00Z,
20.4,21.42,2024-07-23T06:30:00Z,2024-07-23T07:00:00Z,
19.11,20.0655,2024-07-23T07:00:00Z,2024-07-23T07:30:00Z,
18.82,19.761,2024-07-23T07:30:00Z,2024-07-23T08:00:00Z,
18.93,19.8765,2024-07-23T08:00:00Z,2024-07-23T08:30:00Z,
17.81,18.7005,2024-07-23T08:30:00Z,2024-07-23T09:00:00Z,
16.87,17.7135,2024-07-23T09:00:00Z,2024-07-23T09:30:00Z,
16.13,16.9365,2024-07-23T09:30:00Z,2024-07-23T10:00:00Z,
15.96,16.758,2024-07-23T10:00:00Z,2024-07-23T10:30:00Z,
14.59,15.3195,2024-07-23T10:30:00Z,2024-07-23T11:00:00Z,
14.09,14.7945,2024-07-23T11:00:00Z,2024-07-23T11:30:00Z,
12.94,13.587,2024-07-23T11:30:00Z,2024-07-23T12:00:00Z,
13.02,13.671,2024-07-23T12:00:00Z,2024-07-23T12:30:00Z,
12.6,13.23,2024-07-23T12:30:00Z,2024-07-23T13:00:00Z,
11.99,12.5895,2024-07-23T13:00:00Z,2024-07-23T13:30:00Z,
12.6,13.23,2024-07-23T13:30:00Z,2024-07-23T14:00:00Z,
12.6,13.23,2024-07-23T14:00:00Z,2024-07-23T14:30:00Z,
12.6,13.23,2024-07-23T14:30:00Z,2024-07-23T15:00:00Z,
26.02,27.321,2024-07-23T15:00:00Z,2024-07-23T15:30:00Z,
26.84,28.182,2024-07-23T15:30:00Z,2024-07-23T16:00:00Z,
27.13,28.4865,2024-07-23T16:00:00Z,2024-07-23T16:30:00Z,
28.54,29.967,2024-07-23T16:30:00Z,2024-07-23T17:00:00Z,
30.56,32.088,2024-07-23T17:00:00Z,2024-07-23T17:30:00Z,
31.35,32.9175,2024-07-23T17:30:00Z,2024-07-23T18:00:00Z,
20.08,21.084,2024-07-23T18:00:00Z,2024-07-23T18:30:00Z,
19.32,20.286,2024-07-23T18:30:00Z,2024-07-23T19:00:00Z,
18.9,19.845,2024-07-23T19:00:00Z,2024-07-23T19:30:00Z,
18.85,19.7925,2024-07-23T19:30:00Z,2024-07-23T20:00:00Z,
19.05,20.0025,2024-07-23T20:00:00Z,2024-07-23T20:30:00Z,
18.85,19.7925,2024-07-23T20:30:00Z,2024-07-23T21:00:00Z,
16.9,17.745,2024-07-23T21:00:00Z,2024-07-23T21:30:00Z,
15.75,16.5375,2024-07-23T21:30:00Z,2024-07-23T22:00:00Z,
19.74,20.727,2024-07-23T22:00:00Z,2024-07-23T22:30:00Z,
17.81,18.7005,2024-07-23T22:30:00Z,2024-07-23T23:00:00Z,
17.85,18.7425,2024-07-23T23:00:00Z,2024-07-23T23:30:00Z,
14.91,15.6555,2024-07-23T23:30:00Z,2024-07-24T00:00:00Z,
14.28,14.994,2024-07-24T00:00:00Z,2024-07-24T00:30:00Z,
13.76,14.448,2024-07-24T00:30:00Z,2024-07-24T01:00:00Z,
13.02,13.671,2024-07-24T01:00:00Z,2024-07-24T01:30:00Z,
12.96,13.608,2024-07-24T01:30:00Z,2024-07-24T02:00:00Z,
12.96,13.608,2024-07-24T02:00:00Z,2024-07-24T02:30:00Z,
12.96,13.608,2024-07-24T02:30:00Z,2024-07-24T03:00:00Z,
12.98,13.629,2024-07-24T03:00:00Z,2024-07-24T03:30:00Z,
12.96,13.608,2024-07-24T03:30:00Z,2024-07-24T04:00:00Z,
12.96,13.608,2024-07-24T04:00:00Z,2024-07-24T04:30:00Z,
13.65,14.3325,2024-07-24T04:30:00Z,2024-07-24T05:00:00Z,
13.34,14.007,2024-07-24T05:00:00Z,2024-07-24T05:30:00Z,
17.03,17.8815,2024-07-24T05:30:00Z,2024-07-24T06:00:00Z,
16.7,17.535,2024-07-24T06:00:00Z,2024-07-24T06:30:00Z,
18.9,19.845,2024-07-24T06:30:00Z,2024-07-24T07:00:00Z,
18.58,19.509,2024-07-24T07:00:00Z,2024-07-24T07:30:00Z,
19.53,20.5065,2024-07-24T07:30:00Z,2024-07-24T08:00:00Z,
18.69,19.6245,2024-07-24T08:00:00Z,2024-07-24T08:30:00Z,
17.64,18.522,2024-07-24T08:30:00Z,2024-07-24T09:00:00Z,
16.48,17.304,2024-07-24T09:00:00Z,2024-07-24T09:30:00Z,
16.23,17.0415,2024-07-24T09:30:00Z,2024-07-24T10:00:00Z,
16.23,17.0415,2024-07-24T10:00:00Z,2024-07-24T10:30:00Z,
15.41,16.1805,2024-07-24T10:30:00Z,2024-07-24T11:00:00Z,
15.56,16.338,2024-07-24T11:00:00Z,2024-07-24T11:30:00Z,
15.22,15.981,2024-07-24T11:30:00Z,2024-07-24T12:00:00Z,
14.74,15.477,2024-07-24T12:00:00Z,2024-07-24T12:30:00Z,
14.01,14.7105,2024-07-24T12:30:00Z,2024-07-24T13:00:00Z,
13.57,14.2485,2024-07-24T13:00:00Z,2024-07-24T13:30:00Z,
13.38,14.049,2024-07-24T13:30:00Z,2024-07-24T14:00:00Z,
12.89,13.5345,2024-07-24T14:00:00Z,2024-07-24T14:30:00Z,
13.02,13.671,2024-07-24T14:30:00Z,2024-07-24T15:00:00Z,
26.09,27.3945,2024-07-24T15:00:00Z,2024-07-24T15:30:00Z,
26.23,27.5415,2024-07-24T15:30:00Z,2024-07-24T16:00:00Z,
25.94,27.237,2024-07-24T16:00:00Z,2024-07-24T16:30:00Z,
27.28,28.644,2024-07-24T16:30:00Z,2024-07-24T17:00:00Z,
29.69,31.1745,2024-07-24T17:00:00Z,2024-07-24T17:30:00Z,
29.48,30.954,2024-07-24T17:30:00Z,2024-07-24T18:00:00Z,
18.88,19.824,2024-07-24T18:00:00Z,2024-07-24T18:30:00Z,
17.77,18.6585,2024-07-24T18:30:00Z,2024-07-24T19:00:00Z,
18.06,18.963,2024-07-24T19:00:00Z,2024-07-24T19:30:00Z,
17.22,18.081,2024-07-24T19:30:00Z,2024-07-24T20:00:00Z,
17.85,18.7425,2024-07-24T20:00:00Z,2024-07-24T20:30:00Z,
16.46,17.283,2024-07-24T20:30:00Z,2024-07-24T21:00:00Z,
16.04,16.842,2024-07-24T21:00:00Z,2024-07-24T21:30:00Z,
13.38,14.049,2024-07-24T21:30:00Z,2024-07-24T22:00:00Z,
14.07,14.7735,2024-07-24T22:00:00Z,2024-07-24T22:30:00Z,
14.18,14.889,2024-07-24T22:30:00Z,2024-07-24T23:00:00Z,
13.29,13.9545,2024-07-24T23:00:00Z,2024-07-24T23:30:00Z,
13.65,14.3325,2024-07-24T23:30:00Z,2024-07-25T00:00:00Z,
13.44,14.112,2024-07-25T00:00:00Z,2024-07-25T00:30:00Z,
13.76,14.448,2024-07-25T00:30:00Z,2024-07-25T01:00:00Z,
14.05,14.7525,2024-07-25T01:00:00Z,2024-07-25T01:30:00Z,
12.93,13.5765,2024-07-25T01:30:00Z,2024-07-25T02:00:00Z,
13.44,14.112,2024-07-25T02:00:00Z,2024-07-25T02:30:00Z,
13.65,14.3325,2024-07-25T02:30:00Z,2024-07-25T03:00:00Z,
14.05,14.7525,2024-07-25T03:00:00Z,2024-07-25T03:30:00Z,
13.76,14.448,2024-07-25T03:30:00Z,2024-07-25T04:00:00Z,
15.02,15.771,2024-07-25T04:00:00Z,2024-07-25T04:30:00Z,
15.77,16.5585,2024-07-25T04:30:00Z,2024-07-25T05:00:00Z,
15.75,16.5375,2024-07-25T05:00:00Z,2024-07-25T05:30:00Z,
15.96,16.758,2024-07-25T05:30:00Z,2024-07-25T06:00:00Z,
14.05,14.7525,2024-07-25T06:00:00Z,2024-07-25T06:30:00Z,
16.8,17.64,2024-07-25T06:30:00Z,2024-07-25T07:00:00Z,
15.18,15.939,2024-07-25T07:00:00Z,2024-07-25T07:30:00Z,
17.64,18.522,2024-07-25T07:30:00Z,2024-07-25T08:00:00Z,
18.48,19.404,2024-07-25T08:00:00Z,2024-07-25T08:30:00Z,
17.32,18.186,2024-07-25T08:30:00Z,2024-07-25T09:00:00Z,
18.27,19.1835,2024-07-25T09:00:00Z,2024-07-25T09:30:00Z,
17.47,18.3435,2024-07-25T09:30:00Z,2024-07-25T10:00:00Z,
17.85,18.7425,2024-07-25T10:00:00Z,2024-07-25T10:30:00Z,
17.54,18.417,2024-07-25T10:30:00Z,2024-07-25T11:00:00Z,
17.43,18.3015,2024-07-25T11:00:00Z,2024-07-25T11:30:00Z,
16.96,17.808,2024-07-25T11:30:00Z,2024-07-25T12:00:00Z,
15.54,16.317,2024-07-25T12:00:00Z,2024-07-25T12:30:00Z,
14.05,14.7525,2024-07-25T12:30:00Z,2024-07-25T13:00:00Z,
13.72,14.406,2024-07-25T13:00:00Z,2024-07-25T13:30:00Z,
13.78,14.469,2024-07-25T13:30:00Z,2024-07-25T14:00:00Z,
12.92,13.566,2024-07-25T14:00:00Z,2024-07-25T14:30:00Z,
13.97,14.6685,2024-07-25T14:30:00Z,2024-07-25T15:00:00Z,
26.65,27.9825,2024-07-25T15:00:00Z,2024-07-25T15:30:00Z,
27.7,29.085,2024-07-25T15:30:00Z,2024-07-25T16:00:00Z,
28.35,29.7675,2024-07-25T16:00:00Z,2024-07-25T16:30:00Z,
29.15,30.6075,2024-07-25T16:30:00Z,2024-07-25T17:00:00Z,
31.9,33.495,2024-07-25T17:00:00Z,2024-07-25T17:30:00Z,
31.06,32.613,2024-07-25T17:30:00Z,2024-07-25T18:00:00Z,
19.79,20.7795,2024-07-25T18:00:00Z,2024-07-25T18:30:00Z,
19.11,20.0655,2024-07-25T18:30:00Z,2024-07-25T19:00:00Z,
18.4,19.32,2024-07-25T19:00:00Z,2024-07-25T19:30:00Z,
18.14,19.047,2024-07-25T19:30:00Z,2024-07-25T20:00:00Z,
18.15,19.0575,2024-07-25T20:00:00Z,2024-07-25T20:30:00Z,
17.85,18.7425,2024-07-25T20:30:00Z,2024-07-25T21:00:00Z,
17.22,18.081,2024-07-25T21:00:00Z,2024-07-25T21:30:00Z,
15.54,16.317,2024-07-25T21:30:00Z,2024-07-25T22:00:00Z,
13.65,14.3325,2024-07-25T22:00:00Z,2024-07-25T22:30:00Z,
14.73,15.4665,2024-07-25T22:30:00Z,2024-07-25T23:00:00Z,
13.6,14.28,2024-07-25T23:00:00Z,2024-07-25T23:30:00Z,
13.44,14.112,2024-07-25T23:30:00Z,2024-07-26T00:00:00Z,
13.1,13.755,2024-07-26T00:00:00Z,2024-07-26T00:30:00Z,
13.23,13.8915,2024-07-26T00:30:00Z,2024-07-26T01:00:00Z,
13.19,13.8495,2024-07-26T01:00:00Z,2024-07-26T01:30:00Z,
13.01,13.6605,2024-07-26T01:30:00Z,2024-07-26T02:00:00Z,
12.79,13.4295,2024-07-26T02:00:00Z,2024-07-26T02:30:00Z,
12.68,13.314,2024-07-26T02:30:00Z,2024-07-26T03:00:00Z,
12.77,13.4085,2024-07-26T03:00:00Z,2024-07-26T03:30:00Z,
12.75,13.3875,2024-07-26T03:30:00Z,2024-07-26T04:00:00Z,
13.44,14.112,2024-07-26T04:00:00Z,2024-07-26T04:30:00Z,
13.3,13.965,2024-07-26T04:30:00Z,2024-07-26T05:00:00Z,
15.49,16.2645,2024-07-26T05:00:00Z,2024-07-26T05:30:00Z,
15.54,16.317,2024-07-26T05:30:00Z,2024-07-26T06:00:00Z,
17.22,18.081,2024-07-26T06:00:00Z,2024-07-26T06:30:00Z,
18.14,19.047,2024-07-26T06:30:00Z,2024-07-26T07:00:00Z,
17.62,18.501,2024-07-26T07:00:00Z,2024-07-26T07:30:00Z,
17.64,18.522,2024-07-26T07:30:00Z,2024-07-26T08:00:00Z,
17.12,17.976,2024-07-26T08:00:00Z,2024-07-26T08:30:00Z,
16.46,17.283,2024-07-26T08:30:00Z,2024-07-26T09:00:00Z,
15.54,16.317,2024-07-26T09:00:00Z,2024-07-26T09:30:00Z,
14.28,14.994,2024-07-26T09:30:00Z,2024-07-26T10:00:00Z,
14.79,15.5295,2024-07-26T10:00:00Z,2024-07-26T10:30:00Z,
13.77,14.4585,2024-07-26T10:30:00Z,2024-07-26T11:00:00Z,
14.49,15.2145,2024-07-26T11:00:00Z,2024-07-26T11:30:00Z,
13.44,14.112,2024-07-26T11:30:00Z,2024-07-26T12:00:00Z,
13.02,13.671,2024-07-26T12:00:00Z,2024-07-26T12:30:00Z,
12.92,13.566,2024-07-26T12:30:00Z,2024-07-26T13:00:00Z,
12.7,13.335,2024-07-26T13:00:00Z,2024-07-26T13:30:00Z,
12.6,13.23,2024-07-26T13:30:00Z,2024-07-26T14:00:00Z,
12.77,13.4085,2024-07-26T14:00:00Z,2024-07-26T14:30:00Z,
13.01,13.6605,2024-07-26T14:30:00Z,2024-07-26T15:00:00Z,
26.86,28.203,2024-07-26T15:00:00Z,2024-07-26T15:30:00Z,
28.96,30.408,2024-07-26T15:30:00Z,2024-07-26T16:00:00Z,
27.79,29.1795,2024-07-26T16:00:00Z,2024-07-26T16:30:00Z,
28.56,29.988,2024-07-26T16:30:00Z,2024-07-26T17:00:00Z,
31.21,32.7705,2024-07-26T17:00:00Z,2024-07-26T17:30:00Z,
31.1,32.655,2024-07-26T17:30:00Z,2024-07-26T18:00:00Z,
18.63,19.5615,2024-07-26T18:00:00Z,2024-07-26T18:30:00Z,
18.42,19.341,2024-07-26T18:30:00Z,2024-07-26T19:00:00Z,
17.49,18.3645,2024-07-26T19:00:00Z,2024-07-26T19:30:00Z,
18.48,19.404,2024-07-26T19:30:00Z,2024-07-26T20:00:00Z,
19.45,20.4225,2024-07-26T20:00:00Z,2024-07-26T20:30:00Z,
19.08,20.034,2024-07-26T20:30:00Z,2024-07-26T21:00:00Z,
18.48,19.404,2024-07-26T21:00:00Z,2024-07-26T21:30:00Z,
16.15,16.9575,2024-07-26T21:30:00Z,2024-07-26T22:00:00Z,
17.64,18.522,2024-07-26T22:00:00Z,2024-07-26T22:30:00Z,
16.46,17.283,2024-07-26T22:30:00Z,2024-07-26T23:00:00Z,
15.12,15.876,2024-07-26T23:00:00Z,2024-07-26T23:30:00Z,
15.16,15.918,2024-07-26T23:30:00Z,2024-07-27T00:00:00Z,
14.7,15.435,2024-07-27T00:00:00Z,2024-07-27T00:30:00Z,
14.7,15.435,2024-07-27T00:30:00Z,2024-07-27T01:00:00Z,
14.7,15.435,2024-07-27T01:00:00Z,2024-07-27T01:30:00Z,
14.13,14.8365,2024-07-27T01:30:00Z,2024-07-27T02:00:00Z,
14.45,15.1725,2024-07-27T02:00:00Z,2024-07-27T02:30:00Z,
14.13,14.8365,2024-07-27T02:30:00Z,2024-07-27T03:00:00Z,
14.28,14.994,2024-07-27T03:00:00Z,2024-07-27T03:30:00Z,
14.28,14.994,2024-07-27T03:30:00Z,2024-07-27T04:00:00Z,
14.13,14.8365,2024-07-27T04:00:00Z,2024-07-27T04:30:00Z,
13.94,14.637,2024-07-27T04:30:00Z,2024-07-27T05:00:00Z,
14.15,14.8575,2024-07-27T05:00:00Z,2024-07-27T05:30:00Z,
14.55,15.2775,2024-07-27T05:30:00Z,2024-07-27T06:00:00Z,
13.65,14.3325,2024-07-27T06:00:00Z,2024-07-27T06:30:00Z,
13.86,14.553,2024-07-27T06:30:00Z,2024-07-27T07:00:00Z,
14.5,15.225,2024-07-27T07:00:00Z,2024-07-27T07:30:00Z,
15.6,16.38,2024-07-27T07:30:00Z,2024-07-27T08:00:00Z,
15.57,16.3485,2024-07-27T08:00:00Z,2024-07-27T08:30:00Z,
15.2,15.96,2024-07-27T08:30:00Z,2024-07-27T09:00:00Z,
15.92,16.716,2024-07-27T09:00:00Z,2024-07-27T09:30:00Z,
15.12,15.876,2024-07-27T09:30:00Z,2024-07-27T10:00:00Z,
15.48,16.254,2024-07-27T10:00:00Z,2024-07-27T10:30:00Z,
14.76,15.498,2024-07-27T10:30:00Z,2024-07-27T11:00:00Z,
15.54,16.317,2024-07-27T11:00:00Z,2024-07-27T11:30:00Z,
14.13,14.8365,2024-07-27T11:30:00Z,2024-07-27T12:00:00Z,
14.18,14.889,2024-07-27T12:00:00Z,2024-07-27T12:30:00Z,
13.65,14.3325,2024-07-27T12:30:00Z,2024-07-27T13:00:00Z,
13.36,14.028,2024-07-27T13:00:00Z,2024-07-27T13:30:00Z,
13.36,14.028,2024-07-27T13:30:00Z,2024-07-27T14:00:00Z,
14.07,14.7735,2024-07-27T14:00:00Z,2024-07-27T14:30:00Z,
14.45,15.1725,2024-07-27T14:30:00Z,2024-07-27T15:00:00Z,
27.67,29.0535,2024-07-27T15:00:00Z,2024-07-27T15:30:00Z,
28.55,29.9775,2024-07-27T15:30:00Z,2024-07-27T16:00:00Z,
28.98,30.429,2024-07-27T16:00:00Z,2024-07-27T16:30:00Z,
30.85,32.3925,2024-07-27T16:30:00Z,2024-07-27T17:00:00Z,
32.15,33.7575,2024-07-27T17:00:00Z,2024-07-27T17:30:00Z,
32.8,34.44,2024-07-27T17:30:00Z,2024-07-27T18:00:00Z,
20.16,21.168,2024-07-27T18:00:00Z,2024-07-27T18:30:00Z,
20.16,21.168,2024-07-27T18:30:00Z,2024-07-27T19:00:00Z,
19.8,20.79,2024-07-27T19:00:00Z,2024-07-27T19:30:00Z,
19.8,20.79,2024-07-27T19:30:00Z,2024-07-27T20:00:00Z,
19.32,20.286,2024-07-27T20:00:00Z,2024-07-27T20:30:00Z,
18.82,19.761,2024-07-27T20:30:00Z,2024-07-27T21:00:00Z,
18.48,19.404,2024-07-27T21:00:00Z,2024-07-27T21:30:00Z,
16.62,17.451,2024-07-27T21:30:00Z,2024-07-27T22:00:00Z,
18.06,18.963,2024-07-27T22:00:00Z,2024-07-27T22:30:00Z,
18.21,19.1205,2024-07-27T22:30:00Z,2024-07-27T23:00:00Z,
16.59,17.4195,2024-07-27T23:00:00Z,2024-07-27T23:30:00Z,
18.38,19.299,2024-07-27T23:30:00Z,2024-07-28T00:00:00Z,
16.99,17.8395,2024-07-28T00:00:00Z,2024-07-28T00:30:00Z,
16.8,17.64,2024-07-28T00:30:00Z,2024-07-28T01:00:00Z,
16.8,17.64,2024-07-28T01:00:00Z,2024-07-28T01:30:00Z,
15.04,15.792,2024-07-28T01:30:00Z,2024-07-28T02:00:00Z,
16.38,17.199,2024-07-28T02:00:00Z,2024-07-28T02:30:00Z,
15.25,16.0125,2024-07-28T02:30:00Z,2024-07-28T03:00:00Z,
15.33,16.0965,2024-07-28T03:00:00Z,2024-07-28T03:30:00Z,
14.08,14.784,2024-07-28T03:30:00Z,2024-07-28T04:00:00Z,
14.08,14.784,2024-07-28T04:00:00Z,2024-07-28T04:30:00Z,
14.51,15.2355,2024-07-28T04:30:00Z,2024-07-28T05:00:00Z,
14.53,15.2565,2024-07-28T05:00:00Z,2024-07-28T05:30:00Z,
15.12,15.876,2024-07-28T05:30:00Z,2024-07-28T06:00:00Z,
15.45,16.2225,2024-07-28T06:00:00Z,2024-07-28T06:30:00Z,
15.54,16.317,2024-07-28T06:30:00Z,2024-07-28T07:00:00Z,
17.01,17.8605,2024-07-28T07:00:00Z,2024-07-28T07:30:00Z,
17.39,18.2595,2024-07-28T07:30:00Z,2024-07-28T08:00:00Z,
16.34,17.157,2024-07-28T08:00:00Z,2024-07-28T08:30:00Z,
15.96,16.758,2024-07-28T08:30:00Z,2024-07-28T09:00:00Z,
16.59,17.4195,2024-07-28T09:00:00Z,2024-07-28T09:30:00Z,
15.33,16.0965,2024-07-28T09:30:00Z,2024-07-28T10:00:00Z,
14.91,15.6555,2024-07-28T10:00:00Z,2024-07-28T10:30:00Z,
14.28,14.994,2024-07-28T10:30:00Z,2024-07-28T11:00:00Z,
15.33,16.0965,2024-07-28T11:00:00Z,2024-07-28T11:30:00Z,
15.12,15.876,2024-07-28T11:30:00Z,2024-07-28T12:00:00Z,
14.01,14.7105,2024-07-28T12:00:00Z,2024-07-28T12:30:00Z,
14.01,14.7105,2024-07-28T12:30:00Z,2024-07-28T13:00:00Z,
13.04,13.692,2024-07-28T13:00:00Z,2024-07-28T13:30:00Z,
13.04,13.692,2024-07-28T13:30:00Z,2024-07-28T14:00:00Z,
14.13,14.8365,2024-07-28T14:00:00Z,2024-07-28T14:30:00Z,
14.38,15.099,2024-07-28T14:30:00Z,2024-07-28T15:00:00Z,
27.7,29.085,2024-07-28T15:00:00Z,2024-07-28T15:30:00Z,
27.32,28.686,2024-07-28T15:30:00Z,2024-07-28T16:00:00Z,
28.33,29.7465,2024-07-28T16:00:00Z,2024-07-28T16:30:00Z,
28.88,30.324,2024-07-28T16:30:00Z,2024-07-28T17:00:00Z,
31.27,32.8335,2024-07-28T17:00:00Z,2024-07-28T17:30:00Z,
31.69,33.2745,2024-07-28T17:30:00Z,2024-07-28T18:00:00Z,
19.15,20.1075,2024-07-28T18:00:00Z,2024-07-28T18:30:00Z,
19.11,20.0655,2024-07-28T18:30:00Z,2024-07-28T19:00:00Z,
18.48,19.404,2024-07-28T19:00:00Z,2024-07-28T19:30:00Z,
18.14,19.047,2024-07-28T19:30:00Z,2024-07-28T20:00:00Z,
18.25,19.1625,2024-07-28T20:00:00Z,2024-07-28T20:30:00Z,
17.26,18.123,2024-07-28T20:30:00Z,2024-07-28T21:00:00Z,
14.89,15.6345,2024-07-28T21:00:00Z,2024-07-28T21:30:00Z,
13.44,14.112,2024-07-28T21:30:00Z,2024-07-28T22:00:00Z,
14.91,15.6555,2024-07-28T22:00:00Z,2024-07-28T22:30:00Z,
13.99,14.6895,2024-07-28T22:30:00Z,2024-07-28T23:00:00Z,
14.09,14.7945,2024-07-28T23:00:00Z,2024-07-28T23:30:00Z,
13.65,14.3325,2024-07-28T23:30:00Z,2024-07-29T00:00:00Z,
12.97,13.6185,2024-07-29T00:00:00Z,2024-07-29T00:30:00Z,
12.1,12.705,2024-07-29T00:30:00Z,2024-07-29T01:00:00Z,
12.68,13.314,2024-07-29T01:00:00Z,2024-07-29T01:30:00Z,
11.4,11.97,2024-07-29T01:30:00Z,2024-07-29T02:00:00Z,
12.7,13.335,2024-07-29T02:00:00Z,2024-07-29T02:30:00Z,
13.0,13.65,2024-07-29T02:30:00Z,2024-07-29T03:00:00Z,
12.55,13.1775,2024-07-29T03:00:00Z,2024-07-29T03:30:00Z,
12.38,12.999,2024-07-29T03:30:00Z,2024-07-29T04:00:00Z,
12.86,13.503,2024-07-29T04:00:00Z,2024-07-29T04:30:00Z,
12.18,12.789,2024-07-29T04:30:00Z,2024-07-29T05:00:00Z,
15.75,16.5375,2024-07-29T05:00:00Z,2024-07-29T05:30:00Z,
15.12,15.876,2024-07-29T05:30:00Z,2024-07-29T06:00:00Z,
15.75,16.5375,2024-07-29T06:00:00Z,2024-07-29T06:30:00Z,
18.44,19.362,2024-07-29T06:30:00Z,2024-07-29T07:00:00Z,
18.48,19.404,2024-07-29T07:00:00Z,2024-07-29T07:30:00Z,
18.6,19.53,2024-07-29T07:30:00Z,2024-07-29T08:00:00Z,
17.85,18.7425,2024-07-29T08:00:00Z,2024-07-29T08:30:00Z,
15.27,16.0335,2024-07-29T08:30:00Z,2024-07-29T09:00:00Z,
14.91,15.6555,2024-07-29T09:00:00Z,2024-07-29T09:30:00Z,
15.33,16.0965,2024-07-29T09:30:00Z,2024-07-29T10:00:00Z,
14.91,15.6555,2024-07-29T10:00:00Z,2024-07-29T10:30:00Z,
14.91,15.6555,2024-07-29T10:30:00Z,2024-07-29T11:00:00Z,
14.98,15.729,2024-07-29T11:00:00Z,2024-07-29T11:30:00Z,
14.49,15.2145,2024-07-29T11:30:00Z,2024-07-29T12:00:00Z,
14.7,15.435,2024-07-29T12:00:00Z,2024-07-29T12:30:00Z,
13.65,14.3325,2024-07-29T12:30:00Z,2024-07-29T13:00:00Z,
13.99,14.6895,2024-07-29T13:00:00Z,2024-07-29T13:30:00Z,
13.7,14.385,2024-07-29T13:30:00Z,2024-07-29T14:00:00Z,
13.65,14.3325,2024-07-29T14:00:00Z,2024-07-29T14:30:00Z,
13.87,14.5635,2024-07-29T14:30:00Z,2024-07-29T15:00:00Z,
27.28,28.644,2024-07-29T15:00:00Z,2024-07-29T15:30:00Z,
27.28,28.644,2024-07-29T15:30:00Z,2024-07-29T16:00:00Z,
28.12,29.526,2024-07-29T16:00:00Z,2024-07-29T16:30:00Z,
30.64,32.172,2024-07-29T16:30:00Z,2024-07-29T17:00:00Z,
31.93,33.5265,2024-07-29T17:00:00Z,2024-07-29T17:30:00Z,
32.13,33.7365,2024-07-29T17:30:00Z,2024-07-29T18:00:00Z,
18.9,19.845,2024-07-29T18:00:00Z,2024-07-29T18:30:00Z,
18.48,19.404,2024-07-29T18:30:00Z,2024-07-29T19:00:00Z,
18.82,19.761,2024-07-29T19:00:00Z,2024-07-29T19:30:00Z,
17.35,18.2175,2024-07-29T19:30:00Z,2024-07-29T20:00:00Z,
17.35,18.2175,2024-07-29T20:00:00Z,2024-07-29T20:30:00Z,
15.54,16.317,2024-07-29T20:30:00Z,2024-07-29T21:00:00Z,
17.64,18.522,2024-07-29T21:00:00Z,2024-07-29T21:30:00Z,
13.05,13.7025,2024-07-29T21:30:00Z,2024-07-29T22:00:00Z,
13.92,14.616,2024-07-29T22:00:00Z,2024-07-29T22:30:00Z,
13.02,13.671,2024-07-29T22:30:00Z,2024-07-29T23:00:00Z,
13.82,14.511,2024-07-29T23:00:00Z,2024-07-29T23:30:00Z,
13.65,14.3325,2024-07-29T23:30:00Z,2024-07-30T00:00:00Z,
14.07,14.7735,2024-07-30T00:00:00Z,2024-07-30T00:30:00Z,
