from,to,intensity_forecast,intensity_actual,intensity_index
2024-06-30T06:30Z,2024-06-30T07:00Z,81,94,low
2024-06-30T07:00Z,2024-06-30T07:30Z,88,94,low
2024-06-30T07:30Z,2024-06-30T08:00Z,83,91,low
2024-06-30T08:00Z,2024-06-30T08:30Z,78,92,low
2024-06-30T08:30Z,2024-06-30T09:00Z,78,87,low
2024-06-30T09:00Z,2024-06-30T09:30Z,77,85,low
2024-06-30T09:30Z,2024-06-30T10:00Z,74,82,low
2024-06-30T10:00Z,2024-06-30T10:30Z,70,82,low
2024-06-30T10:30Z,2024-06-30T11:00Z,73,70,low
2024-06-30T11:00Z,2024-06-30T11:30Z,71,68,low
2024-06-30T11:30Z,2024-06-30T12:00Z,68,67,low
2024-06-30T12:00Z,2024-06-30T12:30Z,60,69,low
2024-06-30T12:30Z,2024-06-30T13:00Z,57,69,low
2024-06-30T13:00Z,2024-06-30T13:30Z,59,71,low
2024-06-30T13:30Z,2024-06-30T14:00Z,61,75,low
2024-06-30T14:00Z,2024-06-30T14:30Z,63,80,low
2024-06-30T14:30Z,2024-06-30T15:00Z,67,88,low
2024-06-30T15:00Z,2024-06-30T15:30Z,75,96,low
2024-06-30T15:30Z,2024-06-30T16:00Z,82,112,moderate
2024-06-30T16:00Z,2024-06-30T16:30Z,94,122,moderate
2024-06-30T16:30Z,2024-06-30T17:00Z,104,125,moderate
2024-06-30T17:00Z,2024-06-30T17:30Z,119,118,moderate
2024-06-30T17:30Z,2024-06-30T18:00Z,130,118,moderate
2024-06-30T18:00Z,2024-06-30T18:30Z,142,123,moderate
2024-06-30T18:30Z,2024-06-30T19:00Z,133,134,moderate
2024-06-30T19:00Z,2024-06-30T19:30Z,124,142,moderate
2024-06-30T19:30Z,2024-06-30T20:00Z,126,148,moderate
2024-06-30T20:00Z,2024-06-30T20:30Z,142,147,moderate
2024-06-30T20:30Z,2024-06-30T21:00Z,151,148,moderate
2024-06-30T21:00Z,2024-06-30T21:30Z,148,143,moderate
2024-06-30T21:30Z,2024-06-30T22:00Z,136,132,moderate
2024-06-30T22:00Z,2024-06-30T22:30Z,133,116,moderate
2024-06-30T22:30Z,2024-06-30T23:00Z,133,109,low
2024-06-30T23:00Z,2024-06-30T23:30Z,126,105,low
2024-06-30T23:30Z,2024-07-01T00:00Z,118,105,low
2024-07-01T00:00Z,2024-07-01T00:30Z,116,105,low
2024-07-01T00:30Z,2024-07-01T01:00Z,121,108,low
2024-07-01T01:00Z,2024-07-01T01:30Z,109,105,low
2024-07-01T01:30Z,2024-07-01T02:00Z,111,95,low
2024-07-01T02:00Z,2024-07-01T02:30Z,104,92,low
2024-07-01T02:30Z,2024-07-01T03:00Z,104,98,low
2024-07-01T03:00Z,2024-07-01T03:30Z,103,94,low
2024-07-01T03:30Z,2024-07-01T04:00Z,96,101,low
2024-07-01T04:00Z,2024-07-01T04:30Z,102,105,low
2024-07-01T04:30Z,2024-07-01T05:00Z,68,108,low
2024-07-01T05:00Z,2024-07-01T05:30Z,103,112,moderate
2024-07-01T05:30Z,2024-07-01T06:00Z,111,118,moderate
2024-07-01T06:00Z,2024-07-01T06:30Z,109,118,moderate
2024-07-01T06:30Z,2024-07-01T07:00Z,111,113,moderate
2024-07-01T07:00Z,2024-07-01T07:30Z,119,111,moderate
2024-07-01T07:30Z,2024-07-01T08:00Z,113,109,low
2024-07-01T08:00Z,2024-07-01T08:30Z,106,105,low
2024-07-01T08:30Z,2024-07-01T09:00Z,103,104,low
2024-07-01T09:00Z,2024-07-01T09:30Z,94,100,low
2024-07-01T09:30Z,2024-07-01T10:00Z,89,99,low
2024-07-01T10:00Z,2024-07-01T10:30Z,95,96,low
2024-07-01T10:30Z,2024-07-01T11:00Z,93,88,low
2024-07-01T11:00Z,2024-07-01T11:30Z,90,86,low
2024-07-01T11:30Z,2024-07-01T12:00Z,86,80,low
2024-07-01T12:00Z,2024-07-01T12:30Z,81,73,low
2024-07-01T12:30Z,2024-07-01T13:00Z,80,72,low
2024-07-01T13:00Z,2024-07-01T13:30Z,76,69,low
2024-07-01T13:30Z,2024-07-01T14:00Z,70,69,low
2024-07-01T14:00Z,2024-07-01T14:30Z,67,67,low
2024-07-01T14:30Z,2024-07-01T15:00Z,64,72,low
2024-07-01T15:00Z,2024-07-01T15:30Z,58,76,low
2024-07-01T15:30Z,2024-07-01T16:00Z,58,75,low
2024-07-01T16:00Z,2024-07-01T16:30Z,63,81,low
2024-07-01T16:30Z,2024-07-01T17:00Z,67,87,low
2024-07-01T17:00Z,2024-07-01T17:30Z,71,89,low
2024-07-01T17:30Z,2024-07-01T18:00Z,82,94,low
2024-07-01T18:00Z,2024-07-01T18:30Z,90,94,low
2024-07-01T18:30Z,2024-07-01T19:00Z,93,91,low
2024-07-01T19:00Z,2024-07-01T19:30Z,94,90,low
2024-07-01T19:30Z,2024-07-01T20:00Z,94,89,low
2024-07-01T20:00Z,2024-07-01T20:30Z,93,90,low
2024-07-01T20:30Z,2024-07-01T21:00Z,97,84,low
2024-07-01T21:00Z,2024-07-01T21:30Z,94,74,low
2024-07-01T21:30Z,2024-07-01T22:00Z,94,66,low
2024-07-01T22:00Z,2024-07-01T22:30Z,88,59,low
2024-07-01T22:30Z,2024-07-01T23:00Z,75,57,low
2024-07-01T23:00Z,2024-07-01T23:30Z,63,56,low
2024-07-01T23:30Z,2024-07-02T00:00Z,52,59,low
2024-07-02T00:00Z,2024-07-02T00:30Z,51,58,low
2024-07-02T00:30Z,2024-07-02T01:00Z,48,56,low
2024-07-02T01:00Z,2024-07-02T01:30Z,51,54,low
2024-07-02T01:30Z,2024-07-02T02:00Z,51,55,low
2024-07-02T02:00Z,2024-07-02T02:30Z,49,55,low
2024-07-02T02:30Z,2024-07-02T03:00Z,48,57,low
2024-07-02T03:00Z,2024-07-02T03:30Z,48,57,low
2024-07-02T03:30Z,2024-07-02T04:00Z,47,65,low
2024-07-02T04:00Z,2024-07-02T04:30Z,48,75,low
2024-07-02T04:30Z,2024-07-02T05:00Z,38,76,low
2024-07-02T05:00Z,2024-07-02T05:30Z,56,90,low
2024-07-02T05:30Z,2024-07-02T06:00Z,65,99,low
2024-07-02T06:00Z,2024-07-02T06:30Z,67,108,low
2024-07-02T06:30Z,2024-07-02T07:00Z,78,108,low
2024-07-02T07:00Z,2024-07-02T07:30Z,86,99,low
2024-07-02T07:30Z,2024-07-02T08:00Z,91,96,low
2024-07-02T08:00Z,2024-07-02T08:30Z,90,97,low
2024-07-02T08:30Z,2024-07-02T09:00Z,87,99,low
2024-07-02T09:00Z,2024-07-02T09:30Z,87,102,low
2024-07-02T09:30Z,2024-07-02T10:00Z,92,104,low
2024-07-02T10:00Z,2024-07-02T10:30Z,94,103,low
2024-07-02T10:30Z,2024-07-02T11:00Z,95,103,low
2024-07-02T11:00Z,2024-07-02T11:30Z,96,103,low
2024-07-02T11:30Z,2024-07-02T12:00Z,96,107,low
2024-07-02T12:00Z,2024-07-02T12:30Z,100,108,low
2024-07-02T12:30Z,2024-07-02T13:00Z,101,101,low
2024-07-02T13:00Z,2024-07-02T13:30Z,102,94,low
2024-07-02T13:30Z,2024-07-02T14:00Z,102,100,low
2024-07-02T14:00Z,2024-07-02T14:30Z,102,107,low
2024-07-02T14:30Z,2024-07-02T15:00Z,106,113,moderate
2024-07-02T15:00Z,2024-07-02T15:30Z,120,120,moderate
2024-07-02T15:30Z,2024-07-02T16:00Z,134,132,moderate
2024-07-02T16:00Z,2024-07-02T16:30Z,133,137,moderate
2024-07-02T16:30Z,2024-07-02T17:00Z,125,142,moderate
2024-07-02T17:00Z,2024-07-02T17:30Z,129,145,moderate
2024-07-02T17:30Z,2024-07-02T18:00Z,138,151,moderate
2024-07-02T18:00Z,2024-07-02T18:30Z,148,156,moderate
2024-07-02T18:30Z,2024-07-02T19:00Z,151,160,moderate
2024-07-02T19:00Z,2024-07-02T19:30Z,149,160,moderate
2024-07-02T19:30Z,2024-07-02T20:00Z,146,158,moderate
2024-07-02T20:00Z,2024-07-02T20:30Z,154,157,moderate
2024-07-02T20:30Z,2024-07-02T21:00Z,149,161,moderate
2024-07-02T21:00Z,2024-07-02T21:30Z,137,147,moderate
2024-07-02T21:30Z,2024-07-02T22:00Z,125,114,moderate
2024-07-02T22:00Z,2024-07-02T22:30Z,118,96,low
2024-07-02T22:30Z,2024-07-02T23:00Z,119,94,low
2024-07-02T23:00Z,2024-07-02T23:30Z,96,88,low
2024-07-02T23:30Z,2024-07-03T00:00Z,76,75,low
2024-07-03T00:00Z,2024-07-03T00:30Z,75,70,low
2024-07-03T00:30Z,2024-07-03T01:00Z,73,70,low
2024-07-03T01:00Z,2024-07-03T01:30Z,65,72,low
2024-07-03T01:30Z,2024-07-03T02:00Z,60,73,low
2024-07-03T02:00Z,2024-07-03T02:30Z,61,73,low
2024-07-03T02:30Z,2024-07-03T03:00Z,63,77,low
2024-07-03T03:00Z,2024-07-03T03:30Z,66,75,low
2024-07-03T03:30Z,2024-07-03T04:00Z,67,83,low
2024-07-03T04:00Z,2024-07-03T04:30Z,70,98,low
2024-07-03T04:30Z,2024-07-03T05:00Z,57,119,moderate
2024-07-03T05:00Z,2024-07-03T05:30Z,68,139,moderate
2024-07-03T05:30Z,2024-07-03T06:00Z,84,140,moderate
2024-07-03T06:00Z,2024-07-03T06:30Z,107,141,moderate
2024-07-03T06:30Z,2024-07-03T07:00Z,123,135,moderate
2024-07-03T07:00Z,2024-07-03T07:30Z,129,127,moderate
2024-07-03T07:30Z,2024-07-03T08:00Z,121,124,moderate
2024-07-03T08:00Z,2024-07-03T08:30Z,103,122,moderate
2024-07-03T08:30Z,2024-07-03T09:00Z,100,119,moderate
2024-07-03T09:00Z,2024-07-03T09:30Z,98,112,moderate
2024-07-03T09:30Z,2024-07-03T10:00Z,95,104,low
2024-07-03T10:00Z,2024-07-03T10:30Z,99,95,low
2024-07-03T10:30Z,2024-07-03T11:00Z,98,77,low
2024-07-03T11:00Z,2024-07-03T11:30Z,101,65,low
2024-07-03T11:30Z,2024-07-03T12:00Z,82,57,low
2024-07-03T12:00Z,2024-07-03T12:30Z,66,57,low
2024-07-03T12:30Z,2024-07-03T13:00Z,59,54,low
2024-07-03T13:00Z,2024-07-03T13:30Z,51,55,low
2024-07-03T13:30Z,2024-07-03T14:00Z,51,57,low
2024-07-03T14:00Z,2024-07-03T14:30Z,49,59,low
2024-07-03T14:30Z,2024-07-03T15:00Z,51,71,low
2024-07-03T15:00Z,2024-07-03T15:30Z,51,78,low
2024-07-03T15:30Z,2024-07-03T16:00Z,54,86,low
2024-07-03T16:00Z,2024-07-03T16:30Z,64,94,low
2024-07-03T16:30Z,2024-07-03T17:00Z,70,102,low
2024-07-03T17:00Z,2024-07-03T17:30Z,73,104,low
2024-07-03T17:30Z,2024-07-03T18:00Z,78,103,low
2024-07-03T18:00Z,2024-07-03T18:30Z,84,100,low
2024-07-03T18:30Z,2024-07-03T19:00Z,87,100,low
2024-07-03T19:00Z,2024-07-03T19:30Z,87,101,low
2024-07-03T19:30Z,2024-07-03T20:00Z,86,96,low
2024-07-03T20:00Z,2024-07-03T20:30Z,84,83,low
2024-07-03T20:30Z,2024-07-03T21:00Z,84,82,low
2024-07-03T21:00Z,2024-07-03T21:30Z,77,74,low
2024-07-03T21:30Z,2024-07-03T22:00Z,64,79,low
2024-07-03T22:00Z,2024-07-03T22:30Z,62,72,low
2024-07-03T22:30Z,2024-07-03T23:00Z,60,63,low
2024-07-03T23:00Z,2024-07-03T23:30Z,61,58,low
2024-07-03T23:30Z,2024-07-04T00:00Z,60,53,low
2024-07-04T00:00Z,2024-07-04T00:30Z,62,53,low
2024-07-04T00:30Z,2024-07-04T01:00Z,58,61,low
2024-07-04T01:00Z,2024-07-04T01:30Z,52,58,low
2024-07-04T01:30Z,2024-07-04T02:00Z,52,57,low
2024-07-04T02:00Z,2024-07-04T02:30Z,59,60,low
2024-07-04T02:30Z,2024-07-04T03:00Z,56,60,low
2024-07-04T03:00Z,2024-07-04T03:30Z,55,57,low
2024-07-04T03:30Z,2024-07-04T04:00Z,58,55,low
2024-07-04T04:00Z,2024-07-04T04:30Z,59,58,low
2024-07-04T04:30Z,2024-07-04T05:00Z,34,69,low
2024-07-04T05:00Z,2024-07-04T05:30Z,52,75,low
2024-07-04T05:30Z,2024-07-04T06:00Z,56,72,low
2024-07-04T06:00Z,2024-07-04T06:30Z,59,61,low
2024-07-04T06:30Z,2024-07-04T07:00Z,61,53,low
2024-07-04T07:00Z,2024-07-04T07:30Z,60,48,low
2024-07-04T07:30Z,2024-07-04T08:00Z,50,42,low
2024-07-04T08:00Z,2024-07-04T08:30Z,47,38,low
2024-07-04T08:30Z,2024-07-04T09:00Z,43,36,low
2024-07-04T09:00Z,2024-07-04T09:30Z,37,32,very low
2024-07-04T09:30Z,2024-07-04T10:00Z,36,33,very low
2024-07-04T10:00Z,2024-07-04T10:30Z,34,34,very low
2024-07-04T10:30Z,2024-07-04T11:00Z,30,31,very low
2024-07-04T11:00Z,2024-07-04T11:30Z,30,32,very low
2024-07-04T11:30Z,2024-07-04T12:00Z,29,32,very low
2024-07-04T12:00Z,2024-07-04T12:30Z,29,30,very low
2024-07-04T12:30Z,2024-07-04T13:00Z,31,30,very low
2024-07-04T13:00Z,2024-07-04T13:30Z,32,30,very low
2024-07-04T13:30Z,2024-07-04T14:00Z,30,28,very low
2024-07-04T14:00Z,2024-07-04T14:30Z,30,28,very low
2024-07-04T14:30Z,2024-07-04T15:00Z,31,30,very low
2024-07-04T15:00Z,2024-07-04T15:30Z,29,38,low
2024-07-04T15:30Z,2024-07-04T16:00Z,29,42,low
2024-07-04T16:00Z,2024-07-04T16:30Z,32,44,low
2024-07-04T16:30Z,2024-07-04T17:00Z,40,41,low
2024-07-04T17:00Z,2024-07-04T17:30Z,43,48,low
2024-07-04T17:30Z,2024-07-04T18:00Z,46,53,low
2024-07-04T18:00Z,2024-07-04T18:30Z,46,56,low
2024-07-04T18:30Z,2024-07-04T19:00Z,52,63,low
2024-07-04T19:00Z,2024-07-04T19:30Z,55,68,low
2024-07-04T19:30Z,2024-07-04T20:00Z,58,76,low
2024-07-04T20:00Z,2024-07-04T20:30Z,61,76,low
2024-07-04T20:30Z,2024-07-04T21:00Z,62,75,low
2024-07-04T21:00Z,2024-07-04T21:30Z,65,66,low
2024-07-04T21:30Z,2024-07-04T22:00Z,63,57,low
2024-07-04T22:00Z,2024-07-04T22:30Z,63,52,low
2024-07-04T22:30Z,2024-07-04T23:00Z,59,54,low
2024-07-04T23:00Z,2024-07-04T23:30Z,51,53,low
2024-07-04T23:30Z,2024-07-05T00:00Z,51,56,low
2024-07-05T00:00Z,2024-07-05T00:30Z,52,54,low
2024-07-05T00:30Z,2024-07-05T01:00Z,52,55,low
2024-07-05T01:00Z,2024-07-05T01:30Z,56,51,low
2024-07-05T01:30Z,2024-07-05T02:00Z,55,52,low
2024-07-05T02:00Z,2024-07-05T02:30Z,57,53,low
2024-07-05T02:30Z,2024-07-05T03:00Z,53,57,low
2024-07-05T03:00Z,2024-07-05T03:30Z,52,58,low
2024-07-05T03:30Z,2024-07-05T04:00Z,52,56,low
2024-07-05T04:00Z,2024-07-05T04:30Z,55,55,low
2024-07-05T04:30Z,2024-07-05T05:00Z,53,55,low
2024-07-05T05:00Z,2024-07-05T05:30Z,57,58,low
2024-07-05T05:30Z,2024-07-05T06:00Z,56,51,low
2024-07-05T06:00Z,2024-07-05T06:30Z,54,56,low
2024-07-05T06:30Z,2024-07-05T07:00Z,55,56,low
2024-07-05T07:00Z,2024-07-05T07:30Z,51,56,low
2024-07-05T07:30Z,2024-07-05T08:00Z,55,59,low
2024-07-05T08:00Z,2024-07-05T08:30Z,54,55,low
2024-07-05T08:30Z,2024-07-05T09:00Z,54,53,low
2024-07-05T09:00Z,2024-07-05T09:30Z,57,51,low
2024-07-05T09:30Z,2024-07-05T10:00Z,55,54,low
2024-07-05T10:00Z,2024-07-05T10:30Z,52,53,low
2024-07-05T10:30Z,2024-07-05T11:00Z,52,57,low
2024-07-05T11:00Z,2024-07-05T11:30Z,55,63,low
2024-07-05T11:30Z,2024-07-05T12:00Z,53,71,low
2024-07-05T12:00Z,2024-07-05T12:30Z,59,73,low
2024-07-05T12:30Z,2024-07-05T13:00Z,66,75,low
2024-07-05T13:00Z,2024-07-05T13:30Z,76,79,low
2024-07-05T13:30Z,2024-07-05T14:00Z,78,79,low
2024-07-05T14:00Z,2024-07-05T14:30Z,82,91,low
2024-07-05T14:30Z,2024-07-05T15:00Z,89,92,low
2024-07-05T15:00Z,2024-07-05T15:30Z,92,107,low
2024-07-05T15:30Z,2024-07-05T16:00Z,97,114,moderate
2024-07-05T16:00Z,2024-07-05T16:30Z,122,121,moderate
2024-07-05T16:30Z,2024-07-05T17:00Z,139,118,moderate
2024-07-05T17:00Z,2024-07-05T17:30Z,138,126,moderate
2024-07-05T17:30Z,2024-07-05T18:00Z,143,136,moderate
2024-07-05T18:00Z,2024-07-05T18:30Z,135,135,moderate
2024-07-05T18:30Z,2024-07-05T19:00Z,120,135,moderate
2024-07-05T19:00Z,2024-07-05T19:30Z,128,134,moderate
2024-07-05T19:30Z,2024-07-05T20:00Z,125,143,moderate
2024-07-05T20:00Z,2024-07-05T20:30Z,128,142,moderate
2024-07-05T20:30Z,2024-07-05T21:00Z,126,131,moderate
2024-07-05T21:00Z,2024-07-05T21:30Z,123,127,moderate
2024-07-05T21:30Z,2024-07-05T22:00Z,121,106,low
2024-07-05T22:00Z,2024-07-05T22:30Z,117,92,low
2024-07-05T22:30Z,2024-07-05T23:00Z,116,82,low
2024-07-05T23:00Z,2024-07-05T23:30Z,100,76,low
2024-07-05T23:30Z,2024-07-06T00:00Z,92,81,low
2024-07-06T00:00Z,2024-07-06T00:30Z,85,79,low
2024-07-06T00:30Z,2024-07-06T01:00Z,72,80,low
2024-07-06T01:00Z,2024-07-06T01:30Z,83,76,low
2024-07-06T01:30Z,2024-07-06T02:00Z,86,75,low
2024-07-06T02:00Z,2024-07-06T02:30Z,88,72,low
2024-07-06T02:30Z,2024-07-06T03:00Z,90,71,low
2024-07-06T03:00Z,2024-07-06T03:30Z,76,69,low
2024-07-06T03:30Z,2024-07-06T04:00Z,74,67,low
2024-07-06T04:00Z,2024-07-06T04:30Z,75,67,low
2024-07-06T04:30Z,2024-07-06T05:00Z,62,66,low
2024-07-06T05:00Z,2024-07-06T05:30Z,65,67,low
2024-07-06T05:30Z,2024-07-06T06:00Z,67,66,low
2024-07-06T06:00Z,2024-07-06T06:30Z,61,64,low
2024-07-06T06:30Z,2024-07-06T07:00Z,65,61,low
2024-07-06T07:00Z,2024-07-06T07:30Z,61,57,low
2024-07-06T07:30Z,2024-07-06T08:00Z,56,55,low
2024-07-06T08:00Z,2024-07-06T08:30Z,51,54,low
2024-07-06T08:30Z,2024-07-06T09:00Z,46,52,low
2024-07-06T09:00Z,2024-07-06T09:30Z,48,53,low
2024-07-06T09:30Z,2024-07-06T10:00Z,48,53,low
2024-07-06T10:00Z,2024-07-06T10:30Z,48,53,low
2024-07-06T10:30Z,2024-07-06T11:00Z,47,52,low
2024-07-06T11:00Z,2024-07-06T11:30Z,51,46,low
2024-07-06T11:30Z,2024-07-06T12:00Z,51,41,low
2024-07-06T12:00Z,2024-07-06T12:30Z,50,37,low
2024-07-06T12:30Z,2024-07-06T13:00Z,44,38,low
2024-07-06T13:00Z,2024-07-06T13:30Z,40,36,low
2024-07-06T13:30Z,2024-07-06T14:00Z,36,34,very low
2024-07-06T14:00Z,2024-07-06T14:30Z,38,36,low
2024-07-06T14:30Z,2024-07-06T15:00Z,36,35,low
2024-07-06T15:00Z,2024-07-06T15:30Z,34,35,low
2024-07-06T15:30Z,2024-07-06T16:00Z,37,35,low
2024-07-06T16:00Z,2024-07-06T16:30Z,36,36,low
2024-07-06T16:30Z,2024-07-06T17:00Z,36,36,low
2024-07-06T17:00Z,2024-07-06T17:30Z,38,38,low
2024-07-06T17:30Z,2024-07-06T18:00Z,39,41,low
2024-07-06T18:00Z,2024-07-06T18:30Z,38,41,low
2024-07-06T18:30Z,2024-07-06T19:00Z,42,46,low
2024-07-06T19:00Z,2024-07-06T19:30Z,44,49,low
2024-07-06T19:30Z,2024-07-06T20:00Z,44,51,low
2024-07-06T20:00Z,2024-07-06T20:30Z,47,56,low
2024-07-06T20:30Z,2024-07-06T21:00Z,49,62,low
2024-07-06T21:00Z,2024-07-06T21:30Z,51,61,low
2024-07-06T21:30Z,2024-07-06T22:00Z,52,60,low
2024-07-06T22:00Z,2024-07-06T22:30Z,56,58,low
2024-07-06T22:30Z,2024-07-06T23:00Z,58,57,low
2024-07-06T23:00Z,2024-07-06T23:30Z,59,56,low
2024-07-06T23:30Z,2024-07-07T00:00Z,59,55,low
2024-07-07T00:00Z,2024-07-07T00:30Z,56,57,low
2024-07-07T00:30Z,2024-07-07T01:00Z,55,61,low
2024-07-07T01:00Z,2024-07-07T01:30Z,57,63,low
2024-07-07T01:30Z,2024-07-07T02:00Z,56,67,low
2024-07-07T02:00Z,2024-07-07T02:30Z,60,70,low
2024-07-07T02:30Z,2024-07-07T03:00Z,62,68,low
2024-07-07T03:00Z,2024-07-07T03:30Z,66,68,low
2024-07-07T03:30Z,2024-07-07T04:00Z,67,69,low
2024-07-07T04:00Z,2024-07-07T04:30Z,66,69,low
2024-07-07T04:30Z,2024-07-07T05:00Z,65,70,low
2024-07-07T05:00Z,2024-07-07T05:30Z,71,73,low
2024-07-07T05:30Z,2024-07-07T06:00Z,72,80,low
2024-07-07T06:00Z,2024-07-07T06:30Z,73,80,low
2024-07-07T06:30Z,2024-07-07T07:00Z,76,65,low
2024-07-07T07:00Z,2024-07-07T07:30Z,81,62,low
2024-07-07T07:30Z,2024-07-07T08:00Z,74,58,low
2024-07-07T08:00Z,2024-07-07T08:30Z,62,55,low
2024-07-07T08:30Z,2024-07-07T09:00Z,63,53,low
2024-07-07T09:00Z,2024-07-07T09:30Z,55,50,low
2024-07-07T09:30Z,2024-07-07T10:00Z,50,52,low
2024-07-07T10:00Z,2024-07-07T10:30Z,50,55,low
2024-07-07T10:30Z,2024-07-07T11:00Z,49,50,low
2024-07-07T11:00Z,2024-07-07T11:30Z,49,51,low
2024-07-07T11:30Z,2024-07-07T12:00Z,52,50,low
2024-07-07T12:00Z,2024-07-07T12:30Z,46,49,low
2024-07-07T12:30Z,2024-07-07T13:00Z,49,48,low
2024-07-07T13:00Z,2024-07-07T13:30Z,50,46,low
2024-07-07T13:30Z,2024-07-07T14:00Z,51,47,low
2024-07-07T14:00Z,2024-07-07T14:30Z,50,55,low
2024-07-07T14:30Z,2024-07-07T15:00Z,51,67,low
2024-07-07T15:00Z,2024-07-07T15:30Z,55,83,low
2024-07-07T15:30Z,2024-07-07T16:00Z,58,96,low
2024-07-07T16:00Z,2024-07-07T16:30Z,78,100,low
2024-07-07T16:30Z,2024-07-07T17:00Z,99,113,moderate
2024-07-07T17:00Z,2024-07-07T17:30Z,110,121,moderate
2024-07-07T17:30Z,2024-07-07T18:00Z,109,128,moderate
2024-07-07T18:00Z,2024-07-07T18:30Z,125,130,moderate
2024-07-07T18:30Z,2024-07-07T19:00Z,141,140,moderate
2024-07-07T19:00Z,2024-07-07T19:30Z,134,145,moderate
2024-07-07T19:30Z,2024-07-07T20:00Z,126,150,moderate
2024-07-07T20:00Z,2024-07-07T20:30Z,132,149,moderate
2024-07-07T20:30Z,2024-07-07T21:00Z,144,152,moderate
2024-07-07T21:00Z,2024-07-07T21:30Z,143,147,moderate
2024-07-07T21:30Z,2024-07-07T22:00Z,142,134,moderate
2024-07-07T22:00Z,2024-07-07T22:30Z,150,123,moderate
2024-07-07T22:30Z,2024-07-07T23:00Z,148,120,moderate
2024-07-07T23:00Z,2024-07-07T23:30Z,138,117,moderate
2024-07-07T23:30Z,2024-07-08T00:00Z,132,116,moderate
2024-07-08T00:00Z,2024-07-08T00:30Z,130,120,moderate
2024-07-08T00:30Z,2024-07-08T01:00Z,124,121,moderate
2024-07-08T01:00Z,2024-07-08T01:30Z,120,119,moderate
2024-07-08T01:30Z,2024-07-08T02:00Z,128,120,moderate
2024-07-08T02:00Z,2024-07-08T02:30Z,129,119,moderate
2024-07-08T02:30Z,2024-07-08T03:00Z,126,126,moderate
2024-07-08T03:00Z,2024-07-08T03:30Z,132,129,moderate
2024-07-08T03:30Z,2024-07-08T04:00Z,130,147,moderate
2024-07-08T04:00Z,2024-07-08T04:30Z,147,161,moderate
2024-07-08T04:30Z,2024-07-08T05:00Z,112,193,high
2024-07-08T05:00Z,2024-07-08T05:30Z,153,205,high
2024-07-08T05:30Z,2024-07-08T06:00Z,176,197,high
2024-07-08T06:00Z,2024-07-08T06:30Z,208,196,high
2024-07-08T06:30Z,2024-07-08T07:00Z,214,185,moderate
2024-07-08T07:00Z,2024-07-08T07:30Z,195,184,moderate
2024-07-08T07:30Z,2024-07-08T08:00Z,189,180,moderate
2024-07-08T08:00Z,2024-07-08T08:30Z,175,174,moderate
2024-07-08T08:30Z,2024-07-08T09:00Z,174,169,moderate
2024-07-08T09:00Z,2024-07-08T09:30Z,173,167,moderate
2024-07-08T09:30Z,2024-07-08T10:00Z,167,169,moderate
2024-07-08T10:00Z,2024-07-08T10:30Z,165,168,moderate
2024-07-08T10:30Z,2024-07-08T11:00Z,162,168,moderate
2024-07-08T11:00Z,2024-07-08T11:30Z,157,165,moderate
2024-07-08T11:30Z,2024-07-08T12:00Z,152,160,moderate
2024-07-08T12:00Z,2024-07-08T12:30Z,147,159,moderate
2024-07-08T12:30Z,2024-07-08T13:00Z,153,162,moderate
2024-07-08T13:00Z,2024-07-08T13:30Z,156,165,moderate
2024-07-08T13:30Z,2024-07-08T14:00Z,155,171,moderate
2024-07-08T14:00Z,2024-07-08T14:30Z,161,176,moderate
2024-07-08T14:30Z,2024-07-08T15:00Z,166,184,moderate
2024-07-08T15:00Z,2024-07-08T15:30Z,172,191,high
2024-07-08T15:30Z,2024-07-08T16:00Z,177,195,high
2024-07-08T16:00Z,2024-07-08T16:30Z,190,198,high
2024-07-08T16:30Z,2024-07-08T17:00Z,195,202,high
2024-07-08T17:00Z,2024-07-08T17:30Z,199,205,high
2024-07-08T17:30Z,2024-07-08T18:00Z,201,207,high
2024-07-08T18:00Z,2024-07-08T18:30Z,197,210,high
2024-07-08T18:30Z,2024-07-08T19:00Z,200,214,high
2024-07-08T19:00Z,2024-07-08T19:30Z,194,216,high
2024-07-08T19:30Z,2024-07-08T20:00Z,195,230,high
2024-07-08T20:00Z,2024-07-08T20:30Z,205,224,high
2024-07-08T20:30Z,2024-07-08T21:00Z,196,208,high
2024-07-08T21:00Z,2024-07-08T21:30Z,202,189,moderate
2024-07-08T21:30Z,2024-07-08T22:00Z,180,143,moderate
2024-07-08T22:00Z,2024-07-08T22:30Z,165,118,moderate
2024-07-08T22:30Z,2024-07-08T23:00Z,159,99,low
2024-07-08T23:00Z,2024-07-08T23:30Z,134,87,low
2024-07-08T23:30Z,2024-07-09T00:00Z,107,80,low
2024-07-09T00:00Z,2024-07-09T00:30Z,111,70,low
2024-07-09T00:30Z,2024-07-09T01:00Z,110,68,low
2024-07-09T01:00Z,2024-07-09T01:30Z,109,66,low
2024-07-09T01:30Z,2024-07-09T02:00Z,104,65,low
2024-07-09T02:00Z,2024-07-09T02:30Z,97,65,low
2024-07-09T02:30Z,2024-07-09T03:00Z,95,64,low
2024-07-09T03:00Z,2024-07-09T03:30Z,91,60,low
2024-07-09T03:30Z,2024-07-09T04:00Z,87,61,low
2024-07-09T04:00Z,2024-07-09T04:30Z,84,57,low
2024-07-09T04:30Z,2024-07-09T05:00Z,83,57,low
2024-07-09T05:00Z,2024-07-09T05:30Z,81,66,low
